state,instance,split,generation,seed,rep,policy,decodes,budget,gain,batches,evaluated,feature_seconds,wall_seconds
Mk01-202-0,Mk01,explore,0,202,2,fixed,61,96,0.03661599077474536,96,61,0.016987300012260675,0.45617350000247825
Mk01-202-0,Mk01,explore,0,202,2,round,96,96,0.13799393702856635,37,67,0.006138600001577288,0.13934779999544844
Mk01-202-0,Mk01,explore,0,202,2,stop,96,96,0.09851358555671122,25,89,0.004464600024220999,0.1055421999990358
Mk01-202-0,Mk01,explore,0,202,2,feedback,96,96,0.11989098635165789,31,65,0.005913899993174709,0.12030310000409372
Mk01-202-9,Mk01,explore,9,202,0,fixed,28,96,0.01448369481519699,96,28,0.016315699969709385,0.45112019999942277
Mk01-202-9,Mk01,explore,9,202,0,round,96,96,0.027412465555939458,34,68,0.00585090002277866,0.1303782000031788
Mk01-202-9,Mk01,explore,9,202,0,stop,95,96,0.046913884121677574,29,81,0.004802499999641441,0.1275692999988678
Mk01-202-9,Mk01,explore,9,202,0,feedback,96,96,0.06674338031830625,29,81,0.005169100011698902,0.1199477999980445
Mk01-202-9,Mk01,explore,9,202,1,fixed,37,96,0.024909875521699758,96,37,0.01584559999901103,0.44194989999959944
Mk01-202-9,Mk01,explore,9,202,1,round,96,96,0.06020135639717344,33,67,0.005279300006804988,0.12254679999750806
Mk01-202-9,Mk01,explore,9,202,1,stop,96,96,0.03329727411288695,27,82,0.0044748000291292556,0.11011979999602772
