state,instance,split,seed,generation,population_index,fraction,n,rep,group,rng_seed,feature_seconds_all_groups,attempts,evaluated,outside,noop,duplicate,decodes,gain,gain_per_decode,gain_per_budget,wall_seconds
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,S,8638071383423275349,0.00041280000004917383,320,1,319,0,0,1,0.0,0.0,0.0,0.011506899994856212
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,A,8638071383423275349,0.00041280000004917383,320,1,319,0,0,1,0.0,0.0,0.0,0.01139530000364175
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,C,8638071383423275349,0.00041280000004917383,320,0,320,0,0,0,0.0,,0.0,0.010076300000946503
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,W,8638071383423275349,0.00041280000004917383,320,1,319,0,0,1,0.0,0.0,0.0,0.011289599999145139
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,L,8638071383423275349,0.00041280000004917383,320,1,319,0,0,1,0.0,0.0,0.0,0.011385099998733494
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,R,6232314739299500931,0.0004193999993731268,320,1,319,0,0,1,0.0,0.0,0.0,0.01089990000036778
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,S,6232314739299500931,0.0004193999993731268,320,0,320,0,0,0,0.0,,0.0,0.010654599995177705
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,A,6232314739299500931,0.0004193999993731268,320,0,320,0,0,0,0.0,,0.0,0.010587400000076741
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,C,6232314739299500931,0.0004193999993731268,320,0,320,0,0,0,0.0,,0.0,0.009942299999238458
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,W,6232314739299500931,0.0004193999993731268,320,0,320,0,0,0,0.0,,0.0,0.010426900000311434
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,1,L,6232314739299500931,0.0004193999993731268,320,1,319,0,0,1,0.010272048283438423,0.010272048283438423,0.0012840060354298028,0.011134700005641207
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,2,R,11430254957318351041,0.0005444000053103082,320,3,317,0,0,3,0.0,0.0,0.0,0.01246260000334587
